review_id,is_about_discovery,primary_topic,discovery_subtheme,segment_signal,jtbd,verbatim_evidence,topic_sentiment,stratum,label_model
3688,False,performance_bugs,none,premium_user,pick a song,You can’t pick a song if you don’t have premium you have to play a whole playlist it is really annoying,negative,control,8b
7079,False,other,none,unknown,identify music video artist,To where I know the guy that says that's a cold ass honky I swear to God you recorded someone else and you pretending the music video that it's that guy,negative,control,8b
4270,False,other,none,unknown,,I really loved it,positive,control,70b
349,False,performance_bugs,none,unknown,,this app tend to make a lot of dumb ahh changes,negative,control,70b
6521,False,ui_ux,none,unknown,view latest updates,there is no latest update music tap like Spotify,negative,control,70b
1860,False,pricing,none,unknown,listen to music without ads,Too greedy. It’s almost impossible to listen to the songs you want to because they lock basic playing songs in order behind premium,negative,control,8b
6815,False,other,none,unknown,,Apple lo tengo x 3 meses gratis en mi android xd,neutral,control,8b
985,False,catalog,none,premium_user,,They are wonderful solos music slolo video is the best in the all the album in the world around to make us feel like they are powerfully together in one way and I have been listening to them all very years also I have been supporting with them very long time couple times in 2000-2010-2015 until now I have enjoyed,positive,control,8b
6579,False,ui_ux,none,free_user,listen to music from work PC,I listen to music a lot from my work PC and oh boy is the Apple Music app bad for that.,negative,control,8b
5212,False,performance_bugs,none,premium_user,,when Spotify deletes songs from my library not cool,negative,control,8b
1879,False,ads,none,premium_user,,I love so much about this app but I don’t feel right continuing to support this company and their business practices.,negative,control,8b
6240,False,other,none,unknown,,That's crazy. People actually listen to spotify rec playlists??,neutral,control,8b
1552,False,ads,none,premium_user,,"Ads promoting ICE and other racist idealogical bs, on top of not paying the individuals that produce the content keeping your service alive, on top of AI generated slop that adds ABSOLUTELY NOTHING!!!!! to the experience nor does it fix any problems with the application , unless you consider consuming mass amount pf water and contributing to climate change an issue, then yes!!!! it definitely does!!! ",negative,control,8b
2145,False,pricing,none,free_user,,Commercials. Too expensive for no commercials,negative,control,8b
1650,False,other,none,unknown,,Dammi Falastini. will not be supporting a zionist platform,negative,control,8b
6744,False,performance_bugs,none,premium_user,,"Algo malo a destacar es que sus lanzamientos funcionan mal, muchas canciones tardan en aparecer como catalogo o algunas aparecen pero no se pueden reproducir después de 1 hora aproximadamente :(",negative,control,8b
6309,False,pricing,none,premium_user,,i switched to yt music the second i saw pay walled lyrics FUCK spotify,negative,control,8b
6941,False,other,none,unknown,,Good summary. Thanks. That despite Our music tastes being nothing alike ,neutral,control,8b
6792,False,catalog,none,unknown,,"Yo voy al 10000% por YT Music. Puedes escuchar playlist de covers creadas x personas externas que nunca encontrarás en esas Poutas apps de spotify y Apple Music, además puedes ver los videos mientras escuchas las músicas y encontrar música que no tiene licencia en las otras apps y música que han sido bajadas pero las personas normales las suben por su propia cuenta",positive,control,8b
6931,False,pricing,none,premium_user,compare music streaming services,Apple music is half the price of Spotify despite having technically a slightly larger library.,neutral,control,8b
5036,False,pricing,none,unknown,unknown,they don't pay there artists enough,negative,control,8b
6188,False,social,none,unknown,learn about linguistics,I was actually talking to my college classmates about your channel.,positive,control,8b
92,False,ui_ux,none,unknown,,I love how many options there are,positive,control,70b
6216,False,repetition,none,unknown,unknown,WHAT THE HELL IS AN UPDATE!?!?!?,negative,control,8b
3023,False,performance_bugs,none,power_user,play music while gaming,when you exit the app with a song let’s say like.. bones and you want to play a video game with music I try and I can’t,negative,control,8b
3120,False,performance_bugs,none,free_user,listen to specific songs,Songs disappearing?. i really like to listen to songs n all and mostly “ON THE FLOOR” specially by lumi athena,negative,control,8b
225,False,other,none,unknown,unknown,Spotify is amazing Hitler,positive,control,8b
2758,False,recommendation_quality,stale_recs,premium_user,listen to chosen music,i just want to listen to MY music. why are suggested tracks a thing?,negative,control,8b
162,False,ui_ux,none,unknown,,This music app is amazingly better than every other option,positive,control,70b
4290,False,other,none,unknown,,Best listening app,positive,control,70b
1686,False,performance_bugs,none,premium_user,listen to music without app crashing,I try to play music and the app just keeps crashing,negative,control,8b
240,False,ads,none,premium_user,,"Fantastic work for this, you will still get ads if you don’t get the premium but after a while you will get used to it!",positive,control,8b
5745,False,performance_bugs,none,premium_user,,its greedy and has limits to picking your own song and you only have 6 skips per hour and very laggy sometimes it has 3 or 2 ads and sometimes they put an ad and then will put it again after the first ad and i have to pay for better experiences,negative,control,8b
4899,False,pricing,none,unknown,,to many ads. to pricey in current economic times,negative,control,8b
4472,False,ads,none,unknown,,To much add. Every song not available,negative,control,8b
3233,False,other,none,unknown,listen to music offline,maybe add something were you can listen to it offline,positive,control,70b
2127,False,other,none,unknown,,I highly recommend it and it’s really good for when you’re going on late night drives,positive,control,70b
2898,False,performance_bugs,none,premium_user,listen to music,"Great App with Minor Issues. Ok so let’s just say that premium is essential. I love everything about the app, the accessibility, range of music and so on.",positive,control,8b
5906,False,performance_bugs,none,unknown,play music offline,we can play music even when our mobile is off,positive,control,70b
1219,False,performance_bugs,none,premium_user,,"Music constantly skips. I have a premium plan, and 3K+ songs downloaded. Setting are set to only play downloaded files. However music and audio books are choppy and skip constantly.",negative,control,8b
205,False,ads,none,unknown,,way to many ads. tbh it’s really good app for music but it has to many ads we only need like 1-2 not 5 thts way to much can u increase it down we don’t need tht much for the people who don’t wanna buy premium,negative,control,8b
905,False,performance_bugs,none,free_user,,I hate it!. What did you guys do? My iPad app was fine until you did your updated day ago. Now I have lost access to all 8000+ songs. First you had to go and change how the phone app works and now you change how the iPad app works.,negative,control,8b
1001,False,ui_ux,none,unknown,,Idk. This app is so good,positive,control,8b
6512,False,pricing,none,unknown,,Apple Music gets you free Apple TV+ with the student plan.,positive,control,8b
3013,False,ui_ux,none,unknown,play songs before adding to playlist,can’t play songs to listen to them prior to adding them,negative,control,70b
2804,False,ads,none,free_user,avoid ads,the sheer amount of ads are alot,negative,control,70b
3939,False,other,none,unknown,,Great songs I recommend this to you guys!,positive,control,70b
4685,False,performance_bugs,none,unknown,,"Saya baru saja update app nya, tiba tiba disuruh log in ulang, saya coba log in, malah something went wrong terus",negative,control,8b
2348,False,catalog,none,unknown,,Podcast and Music. Everything all in one place right at your fingertips!,positive,control,8b
5352,False,ui_ux,none,unknown,,I love spotify but if anyone knows to link to a another device pls tell me just say me,neutral,control,8b
2497,False,ads,none,free_user,listen to music without ads,ads are infuriatingly often,negative,control,70b
2896,False,catalog,none,unknown,find songs to listen to,Quick and easy to find songs,positive,control,70b
5538,False,ads,none,unknown,,uno ya ni deprimirse en paz puede. sería preferible otro tipo de anuncios por lo menos.,negative,control,8b
1800,False,pricing,none,unknown,,Price. Why is the price increasing again?,negative,control,8b
1595,False,ui_ux,none,unknown,,Latest update!. The new logo is very disturbing to look at,negative,control,8b
4759,False,ads,none,premium_user,listen to music,hm it's good in everything but ad and i don't want to get premium but I am happy..,positive,control,8b
2427,False,other,none,unknown,listen to music,"JIGGLE JIGGLE. Louis Theroux, Duke & Jones
Jiggle, jiggle
My money don't jiggle, jiggle, it folds
I'd like to see you wiggle, wiggle, for sure
It makes me wanna dribble, dribble, you know
Riding in my Fiat
You really have to see it
Six feet two in a compact
No slack but luckily the seats go back
I've got a knack to relax, in my mind
Sipping some red, red wine
Shepherd's Bush
My compact push
Notting Hill Gate
My Fiat skates
With a crate of Cabernet
But not today
Because I gotta drive
I wanna stay alive
Not 'cause it's illicit
Do I have to get explicit?
As a matter of fact
I sip on the 'gnac
With Big and Reece
200 diamonds in their piece
I'm trying to get mine
So I can shine
Jiggle, jiggle
I like to see you, wiggle, wiggle
Jiggle, jiggle
I like to see you, wiggle, wiggle
My money don't jiggle, jiggle, it folds
I'd like to see you wiggle, wiggle, for sure
It makes me wanna dribble, dribble, you know
Riding in my Fiat
You really have to see it
Six feet two in a compact
No slack but luckily the seats go back
I've got a knack to relax, in my mind
Sipping some red, red wine
I think that went really well, don't you?
I enjoyed it, nice being in the booth
So unless you have anything else, that's a wrap
(Jiggle, jiggle)
(I like to see you, wiggle, wiggle)
(Jiggle, jiggle)
(I like to see you, wiggle, wiggle)",positive,control,8b
2863,False,performance_bugs,none,unknown,listen to music,"Your app is almost unsable. Every time I want to listen to a certain song, your app plays a random song from an album that contains the song I want to play. I don’t want to spend money JUST to listen to music. How about you let us choose what song we want to listen to on mobile and that will be great because I don’t want to listen to random songs from a playlist that contains the song I want to play -_-
",negative,control,8b
5909,False,ads,none,free_user,listen to music,noob ad is constant and only have 6 skips it play the song itself,negative,control,8b
5191,False,recommendation_quality,none,premium_user,listen to music,"forgot to change my rating, the app works now! Spotify is always a good choice for music listening! would recommend to most people! sure, the ads kinda suck if you cant get premium, but they aren't too bad once you're used them!",positive,control,8b
2117,False,catalog,none,unknown,listen to audiobooks,Amazing but…. Amazing just that but got quite annoyed with some audio books being removed (MID READ) and only getting the message “this content is unavailable in you region” when I was listening to it 5 minutes ago!,negative,control,8b
2274,False,ui_ux,none,unknown,unknown,Logo. i don’t like the new logo 🙁,negative,control,8b
932,False,performance_bugs,none,unknown,listen to music,"Billion dollar company and they can’t stop their songs from being hacked. Songs get hacked and replaced almost regularly, people also post from other artists accounts",negative,control,8b
1037,False,ui_ux,none,unknown,listen to music,Good. Like listening to music,positive,control,8b
3061,False,ui_ux,none,unknown,listen to music,"Rearranging. I really love using this app for listening to music, but then last year you removed the feature to rearrange songs in a created playlist and I don’t see why it was removed. But soon, can you please have the feature back?",neutral,control,8b
6879,False,other,none,unknown,unknown,"Ninguno de los dos, prefiero mil veces YouTube Music.",negative,control,8b
6031,False,other,none,unknown,unknown,"I usually don’t jump into new projects, but after seeing the potential with Flixy5 FLX, I’m in. Time to diversify my portfolio!",positive,control,8b
6429,False,ui_ux,none,unknown,,"The biggest argument for Apple Music for me was, that my whole music library so far was on iTunes and adding Apple Music to that just worked. I also love that I can see my most played songs, albums and artists monthly.",positive,control,8b
6029,False,other,none,unknown,,"Why wait? The Flixy5 presale is live, and with everything they’re offering, this could be a game-changer for investors.",positive,control,8b
921,False,other,none,unknown,,I love playing music and I Love Juice WRLD,positive,control,70b
6751,False,catalog,none,unknown,,Yo que uso un Youtube Music de codigo abierto que descargué de F Droid: Peleense ,positive,control,8b
2814,False,recommendation_quality,none,premium_user,finding specific songs,One suggestion is that when you are in an artists profile to access single songs easier as I don’t always know which album a song is from.,positive,control,8b
216,False,ads,none,unknown,,,negative,control,8b
4045,False,performance_bugs,none,unknown,,iOS issue. Please please PLEASE fix the iOS issue where the app doesn’t open past the loading screen and crashes.,negative,control,8b
1361,False,pricing,none,unknown,,Priced out. You’ve raised the price so many times in the past couple of years that you are by far the most expensive music app around,negative,control,8b
3145,False,social,none,unknown,,"Account hacked and no customer support. Account was hacked, the hacker changed my account to a premium family account moving my renewal date up and can’t contact anyone to sort it",negative,control,8b
1380,False,recommendation_quality,none,unknown,,hate the new update. tell me why did you think adding ONLY 6 skips per hour was a good idea??,negative,control,8b
1872,False,ui_ux,none,unknown,,WHY WOULD YOU REMOVE THE WHATS NEW FEATURE. Literally the most useful feature and it’s gone. HATE IT,negative,control,8b
6780,False,catalog,none,unknown,,,negative,control,8b
4967,False,pricing,none,premium_user,,WHY DO I HAVE TO PAY 300RS PER MONTH JUST TO GET LOSSLESS,negative,control,8b
6969,False,ui_ux,none,power_user,,,positive,control,8b
6413,False,performance_bugs,none,unknown,,I got really pissed off when Spotify killed streaming with Djay pro. Sooo mad,negative,control,8b
6724,False,pricing,none,free_user,,"Soy un hombre simple: quién me de meses gratis, usaré su aplicación. Eso de ponerse la camiseta de una app o buscar al mejor es inútil porque estás pagando por algo que es gratis en brave o telegram jaja",negative,control,8b
6592,False,catalog,none,unknown,,Apple Music for Playlists and SiriusXM for Radio!!,positive,control,8b
6741,True,recommendation_quality,none,unknown,get podcast recommendations,el algoritmo de Spotify está muy chido,positive,control,70b
5072,False,performance_bugs,none,premium_user,,won't let me play any of my liked songs without premium.,negative,control,8b
4770,False,ui_ux,none,premium_user,,Exceptional music app. Absolutely love the fact that I can listen to music while my phone is off.,positive,control,8b
2368,False,other,none,unknown,,sooooooo good..,positive,control,70b
5014,True,discovery,discovery_works,unknown,musical curiosity,answer to my musical curiosity,positive,control,70b
3371,False,ui_ux,none,premium_user,,Pencil edit bottom. Why did you remove the pencil Edit bottom so I could put the order I wanted on my podcast instead of the order I download them,negative,control,8b
5967,False,ui_ux,none,premium_user,,I can only describe this app in one word amazing,positive,control,8b
627,False,repetition,none,premium_user,,"you cant even view the entirety of people playlists, you can go back or speed forward on songs, you cant pick which song you wanna listen too",negative,control,8b
5335,False,performance_bugs,none,premium_user,,the adds kept popping every second,negative,control,8b
645,False,other,none,unknown,,Safe Protected Diplomacy. Learning together to protect oneself and our own children worldwide is always important,neutral,control,8b
4529,False,performance_bugs,none,free_user,listen to music,"sometimes app gets crashed, sometimes i add song to queue its doesn't get added",negative,control,8b
1348,False,other,none,unknown,,Find Noah Simpson,neutral,control,8b
2285,False,pricing,none,free_user,listen to music,I can’t afford to pay for premium and the basic Spotify sucks arse!!!,negative,control,8b
1806,False,performance_bugs,none,premium_user,listen to music,Wrong song appearing in media page. Seems to be always late a song,negative,control,8b
6944,False,other,none,unknown,,you can literally do the same thing with spotify,neutral,control,8b
2743,False,repetition,none,premium_user,listen to music,"You have to wait five seconds to skip an ad now, which is a bit ridiculous",negative,control,8b
1699,False,ui_ux,none,premium_user,organize playlists,I just want a place where I can see only my playlists sorted a way I want,negative,control,8b
1688,False,other,none,unknown,,I feel like a astronaut in the ocean,neutral,control,8b
933,False,catalog,none,premium_user,run with music,"Love Spotify, but could you link with Runna to play music at the tempo they want me to run at?",positive,control,8b
6779,False,ui_ux,none,unknown,,"En configuraciones del celular bro, solo busca la app y vas bajando ahí sale el ecualizador",neutral,control,8b
4309,False,ads,none,unknown,,Suggestion. Frequent Ads are bad and distressing,negative,control,8b
5801,False,performance_bugs,none,unknown,,dj plays two sets then doesn't work for a week straight,negative,control,8b
7182,False,ui_ux,none,premium_user,music listening experience,"I appreciated the former relationship spotify gave its listeners to autogenerated suggestions. I felt I had control of choice as well as a clear visual differentiation as to what was my music and what was ""suggested for"" me or advertised to me.",negative,control,8b
1006,False,other,none,unknown,,The best app there is,positive,control,70b
5672,False,performance_bugs,none,unknown,,I use this all the time but recently threw app won't fully open. I'll get stuck on a grey screen and it'll never load. I need to constantly uninstall and reinstall the app to get it work once.,negative,control,8b
3754,False,catalog,none,premium_user,finding music,The option I use %90 of the time when finding music has been removed. That is the songs list in my library.,negative,control,8b
4231,False,performance_bugs,none,unknown,,Laggy Startup. It is severely laggy at startup. It takes several minutes to load up after opening and is super slow,negative,control,8b
5487,False,performance_bugs,none,unknown,,it automatically get delete from the history 😭 very bad performance 😞,negative,control,8b
5850,False,ui_ux,none,premium_user,,forcing to use a bigger widget is a joke. I'm starting to think about ending paying for it.,negative,control,8b
2389,False,pricing,none,free_user,,"Free Spotify account. I really like Spotify, but I hate the free accounts now. I can’t skip songs more than 6 times. If I want a song by an artist it will play a different song by that artist.",negative,control,8b
6000,False,ads,none,unknown,listen to music without ads,one problem is a lot of ads,negative,control,70b
576,False,ads,none,free_user,listen to music without ads,"Now the reason I’m only giving it a one (even though it actually deserves a zero) is due to the fact that the app claims after thirty minutes you either can listen to ads for thirty minutes of music or not (which ends up with ads every two to four songs, equaling only about 16-19 minutes; trust me, I timed it).",negative,control,8b
4455,True,discovery,discovery_works,unknown,find soundtrack for feelings,it’s how easily it finds the soundtrack for whatever I’m feeling,positive,control,70b
4443,False,pricing,none,premium_user,get premium features without paying,Pay money but still not give subscription.,negative,control,8b
3094,False,ui_ux,none,premium_user,share lyrics,Love but bring back the share lyrics feature.,neutral,control,8b
1532,False,pricing,none,unknown,get premium features for free,would have been better if people could just get premium features for free,negative,control,8b
1202,False,other,none,unknown,,I love how they made Spotify,positive,control,70b
39,False,other,none,unknown,,H. I will always love this app,positive,control,8b
2742,False,ui_ux,none,premium_user,listen to songs in the order I chose,"you make a playlist, and you don’t have a choice what songs come up when, and you even get songs played to you that you didn’t put on the playlist, and you can’t remove them",negative,control,8b
2082,False,other,none,unknown,,Thank u so good. Thank you so much for all your effort in to this app,positive,control,8b
909,False,performance_bugs,none,new_user,listen to the songs I want,"Why even HAVE an uncontrolled queue that overtakes the whole app? Whats the point of a music app, if it wont let you listen to the stuff you’re tryna play?",negative,control,8b
308,False,catalog,none,premium_user,,"it has so many podcasts, shows, and songs!",positive,control,70b
2130,False,ads,none,free_user,listen to music without ads,the only thing that annoys me is the amount of ads,neutral,control,70b
3523,False,ui_ux,none,power_user,fix annoying song shuffle,I get a bit annoyed when the song ends and puts on a random song that I don’t want to listen to like I just need something to fix it,negative,control,8b
3435,False,catalog,none,unknown,,some songs that r on youtube,positive,control,70b
1956,False,repetition,stale_recs,power_user,avoid repetitive songs,Have 800 saved songs and it literally plays the same 100 songs no matter where I start in the list,negative,control,8b
1580,False,performance_bugs,none,premium_user,use app without hassle,it’s such a hassle that I’m switching to Apple Music,negative,control,8b
6009,False,ui_ux,none,unknown,listen to music offline,I can download it to my playlist,positive,control,70b
3604,False,catalog,none,power_user,listen to music,Spoilt for choice,positive,control,8b
3918,False,performance_bugs,none,power_user,use app without hassle,The update just gets more and more infuriating,negative,control,8b
5253,False,ui_ux,none,power_user,use new widget,why force me to get rid of the old one when it worked fine,negative,control,8b
845,False,ui_ux,none,free_user,create and manage playlists,why do you add songs to my playlist like I didn’t ask you,negative,control,70b
1983,False,other,none,power_user,use app,Spotify is Gold,positive,control,8b
4934,False,ads,none,free_user,use app without ads,showing only ads...... i listen only 1 song & watch 3 ads,negative,control,8b
1618,False,ui_ux,none,power_user,use app without hassle,Please fire whoever thought it was smart to put a “add playlist” button on the main screen,negative,control,8b
2148,False,other,none,unknown,,I like add in grease spottily adds stuff I has ve forgotten about.,positive,control,8b
1516,False,catalog,none,unknown,,Where is the Spotify wrapped you’ve been talking about?,negative,control,8b
5646,False,repetition,none,unknown,,It's the music app I use and I hope it will be better someday,negative,control,8b
6927,False,ui_ux,none,unknown,,apple music ui craps on spotify outdated ui,negative,control,8b
1409,False,other,none,unknown,,Ai. Il sais vraiment ques se que je veux,neutral,control,8b
3461,False,catalog,none,unknown,,Loving Spotify. Spotify is sooooo good! I love having music on hand and for FREE!,positive,control,8b
4207,False,other,none,unknown,,Best music app. Keep it up,positive,control,8b
1876,False,pricing,none,unknown,,Stop having every feature require premium.,negative,control,8b
694,False,pricing,none,unknown,,"Great app, if you have premium.",neutral,control,8b
1876,False,performance_bugs,none,unknown,,,negative,control,8b
1237,False,performance_bugs,none,unknown,,It’s ok. I won’t load when I open the app……….??? That normal,neutral,control,8b
866,False,ui_ux,none,unknown,,PLEASE stop fixing what isn’t broken.,negative,control,8b
977,False,other,none,unknown,,Music. I love all your mucic it never let's me down,positive,control,8b
1966,False,other,none,unknown,,,neutral,control,8b
1756,False,ads,none,unknown,,Vaccine misinformation has no place in a word of vulnerable people.  Be responsible.  Stop it.,negative,control,8b
2105,False,ads,none,unknown,,Way to many adds at one and to many in general like tone it down a bit,negative,control,8b
2971,False,performance_bugs,none,unknown,edit playlist,"The new update has made it a lot harder to quickly remove songs from your playlist, ",negative,control,8b
4733,False,ui_ux,none,unknown,,Has now become just grey in colour with fewer controls!,negative,control,8b
3466,False,ads,none,premium_user,,"even having a premium user, spotify always sneaks advisement into long podcasts and audio books",negative,control,8b
5645,False,other,none,unknown,find something to chill to,looking for what to Chil with,positive,control,70b
2731,False,performance_bugs,none,unknown,view playlist,But ever since the latest update I can’t see any of the song in my playlist but my friends on their phone can.,neutral,control,8b
362,False,pricing,none,unknown,,I do not like the new update where you have to pay to listen to music in any order you two,negative,control,8b
1406,False,other,none,unknown,listen to music,great app to listen to all kinds of music,positive,control,70b
857,False,ui_ux,none,premium_user,preview songs before playing,I loved being able to tap and hold on a particular song and hear a good 30 seconds of it,negative,control,70b
7113,False,other,none,unknown,,,neutral,control,8b
1978,False,ads,none,free_user,listen to music without ads,please make it less,negative,control,8b
823,False,performance_bugs,none,premium_user,view downloaded albums offline,if I have no internet I have downloaded music to listen to but if the album I want to listen to isn’t showing up as downloaded I can’t go to the artist profile because I’m offline,negative,control,8b
3237,False,catalog,none,premium_user,listen to Irish dancing music,all my irish dancing music didnt exist on the app any more,negative,control,8b
163,True,catalog,discovery_works,unknown,,highly curated,positive,control,70b
368,False,other,none,unknown,,I love Spotify so much it’s a life saver,positive,control,70b
1136,False,other,none,unknown,,This is the best app ever made,positive,control,70b
2010,False,other,none,unknown,,I listened to my favourite songs and it was excellent,positive,control,70b
1955,False,performance_bugs,none,free_user,listen to music,IT WONT EVEN LET ME PLAY MUSIC,negative,control,8b
2510,False,pricing,none,premium_user,top up premium,Every time it came up with a pink page that said “404s and heartbreaks”,negative,control,8b
472,False,performance_bugs,none,premium_user,listen to music without bugs,This app is constantly laggy and buggy to an obnoxious degree,negative,control,8b
3525,False,ads,none,premium_user,listen to music without ads,Too many ads,negative,control,8b
2764,False,ui_ux,none,premium_user,search and listen to a song,the app is very hard to use if you don’t have premium,negative,control,8b
3282,False,other,none,unknown,,Nothing better than this,positive,control,70b
2925,False,other,none,unknown,listen to music,I love listening to music on it,positive,control,70b
5160,False,pricing,none,unknown,,wish you could have 1 year free trial and add songs from Pandora YouTube and more onto Spotify,negative,control,8b
2573,False,performance_bugs,none,premium_user,,Terrible for iphones. This app is the most infuriating thing to work. There is no way to view and edit you cue or play a song in full.,negative,control,8b
542,False,ui_ux,none,premium_user,,The heart function. Why on god’s green earth would you get rid of the hearts that denote whether a song is liked.,negative,control,8b
2404,False,performance_bugs,none,unknown,,TERRIBLE.. It’s good but you can’t get it on a specific device with restrictions on like how are you supposed to listen to music when you have them damned  restrictions on?!?!?!?!,negative,control,8b
2469,False,recommendation_quality,none,free_user,listen to music,Skipping. I recommend making it so people without premium can skip because there are people in this world who would love to listen to music but the option to skip being unavailable is very hard to enjoy,negative,control,8b
6414,False,catalog,none,unknown,,Older video but Spotify now has lossless audio,positive,control,8b
5046,False,catalog,none,unknown,,out of this world all in one you are unstoppable,positive,control,8b
1681,False,ads,none,premium_user,,COVID blood money. Just another heartless psychotic company that would rather watch people literally die from their knowingly spreading disinformation through their promotion of an over payed idiot jock than take the responsible action of cutting ties with the mouth breather.,negative,control,8b
1256,False,other,none,unknown,,"Read below. Spotify CEO Daniel Ek has invested heavily in Helsing, a European defense-technology company that develops artificial intelligence (AI) for military use.",neutral,control,8b
4745,False,ui_ux,none,unknown,,"The way you can manage your Playlists, the songs and plenty of library makes want to keep listening to music, podcasts and books!!",positive,control,8b
4199,False,other,none,unknown,,,positive,control,8b
6819,False,ui_ux,none,unknown,,,positive,control,8b
3773,False,pricing,none,premium_user,listen to music,Good and bad. Well music is great but you have to pay do get better music quality and clearer so they purposely turn it down? And explain how I just got 6 ads in a row one after another and no songs. Far too many ads and half the ads are saying don’t you hate ads?,negative,control,8b
2048,False,ads,none,unknown,,Ads. There are way to manny adds,negative,control,8b
3367,False,performance_bugs,none,premium_user,listen to music,Help! Music won’t stop “crackling”. Every ten seconds my songs make a crackling noise. I have a new IPhone 8 so I really don’t think it’s my speakers. Please fix this or I’m going to have to cancel my premium,negative,control,8b
82,False,catalog,none,unknown,,SO GOOOOD. Love listening to songs on here quality is good and loads of the best songs ever!!!!,positive,control,8b
173,False,pricing,none,unknown,,The best music play app if ot was free. ,negative,control,8b
6122,False,other,none,unknown,,"they ruined very thing, chat rooms, dating sites, auction sites, social media, forums, even wiki",negative,control,8b
4109,False,catalog,none,unknown,find any music,I can find anything I want to listen to,positive,control,70b
4154,False,recommendation_quality,none,premium_user,listen to music,5stars. It is the best place to listen songs but with premium as once add came it’s gone for 2 to 3 minutes and the 2 to 3 minutes kill all the vibes and once the vibes are gone they are goneee,positive,control,8b
6394,False,ui_ux,none,unknown,,"Apple Music have better design, but spotify have more musics and is better for connective",neutral,control,8b
5435,False,other,none,unknown,,I use it everyday no issues and couldn’t be better,positive,control,8b
5623,False,ui_ux,none,unknown,,super easy to use and great for my family! love it!,positive,control,8b
7088,False,other,none,unknown,,0:29  im going drive my plane,neutral,control,8b
1547,False,performance_bugs,none,unknown,listen to playlists in order,"You update this app every week, yet you can’t fix the playlists defaulting to shuffle.",negative,control,8b
185,False,recommendation_quality,none,unknown,,I GET WAAAAAY TO MUCH ADDS OF MY CONSOLE,negative,control,8b
395,False,pricing,none,unknown,,Lemme use que whenever I want and lemme pick whichever songs I want without premium,negative,control,8b
6050,False,other,none,unknown,,"I don't use ANY of those music streaming services, I created my own music library since the last 40+ years",negative,control,8b
2636,False,performance_bugs,none,unknown,listen to liked songs in order,I love the app but at the moment with my liked songs I’m trying to listen to one of the specific genres that pop up at the top,negative,control,8b
2417,False,performance_bugs,none,unknown,,I love this app but am annoyed by a couple things. Something that has happened the past couple months is that it will just stop playing.,negative,control,8b
2026,False,pricing,none,unknown,,Spotify is super money hungry. I can’t a play another song without getting an ad,negative,control,8b
4868,False,ui_ux,none,unknown,,I like how I can listen to music in the background without paying for it,positive,control,8b
3276,False,ui_ux,none,unknown,edit playlist cover,It’s great but.... It’s a brilliant app but it would be way better if we were able to edit the cover of our playlists,neutral,control,8b
6384,False,other,none,unknown,,My personal take - Apple Music is better due to the more single focus of the app,negative,control,8b
3714,False,performance_bugs,none,premium_user,listen to music or podcasts,If it’s music you what then this app is great.  Lacking a few things as a podcast player like not being able to play just one podcast.,negative,control,8b
917,False,performance_bugs,none,free_user,listen to music without errors,"anytime I search a song, if I click on it almost 90 percent of the time it plays a different song",negative,control,70b
7081,False,other,none,unknown,,,neutral,control,8b
5250,False,pricing,none,free_user,listen to music,I wish they had less ads and made the app have more ways to gain temporary premium,negative,control,8b
2266,False,other,none,unknown,,,neutral,control,8b
2887,False,catalog,none,premium_user,listen to music,They decided to delete the whole album after My request.,negative,control,8b
52,False,ads,none,unknown,,I just wish I could get a break from the adds,positive,control,70b
1375,False,pricing,none,unknown,,Vous nous oubliger à avoir premium après 6 lecture c abusif,negative,control,8b
3084,False,ui_ux,none,premium_user,listen to music,There needs to be a couple’s account option (as people have been crying out for it for years),negative,control,8b
5240,False,catalog,none,unknown,,it is a very good app for listening songs,positive,control,8b
2957,False,performance_bugs,none,free_user,listen to music,Lots of different people logging in from different countries and I can seem to change my password,negative,control,8b
6308,False,ui_ux,none,premium_user,organize playlists,My playlists are organized by the date I added the songs,positive,control,8b
1882,False,ads,none,premium_user,pick songs and order,Not only when I ran out when normally I’m used to js ads every 10m and that’s it now I lose the chance of picking my songs and the order there in and the adds are like after every 1.5 songs js giv did Brokie s a chance I don’t have the currency for this,negative,control,8b
5118,False,ui_ux,none,free_user,playlist song order,good just please make the playlist song actially played turns by turns for free,neutral,control,8b
7011,False,catalog,none,unknown,,Apple Music has lyrics for almost every song and a better library.,positive,control,8b
6154,False,other,none,unknown,,now you notice the capitalism vs art debate,neutral,control,8b
322,False,ui_ux,none,unknown,choose music,"Wow. Can’t choose music, 1 star",negative,control,8b
2086,False,recommendation_quality,none,unknown,,B. Best app that plays songs ❤️❤️❤️❤️❤️,positive,control,8b
1338,False,ads,none,unknown,listen to music ad-free,put no adds,neutral,control,70b
892,False,performance_bugs,none,premium_user,listen to music,"Like it but it has too many ads without premium. Sometimes I’ll be listening to music and after a song it gives me 3 15 second ads in a row and it really aggrivates me because if I want to play a different track, even though I already had to listen to 3 ads it still gives me three more. The only other problem I have is when it shows the songs in a playlist or album that’s not mine it only shows a few of the songs. If I want to know if a certain song is on a playlist I won’t have any way of knowing unless I listen to the entire thing and waste an hour of my time. Also sometimes while I’m listening to music a song will randomly stop and when I turn on my phone It says there’s no music being played. I got into the app and play the music again and it starts the song over for it to just stop in the middle again. I’m hoping this bug gets fixed soon because it really gets on my nerves",negative,control,8b
5423,False,ui_ux,none,premium_user,use widget,Being forced to get a new widget that literally never works is insanely frustrating.,negative,control,8b
